Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Color,Airbags,Manufacturerencoded,Modelencoded,Categoryencoded,Fuel typeencoded,Gear box typeencoded,Drive wheelsencoded,Colorencoded
11290,746,TOYOTA,Prius,2009,Sedan,0,Hybrid,1.5,237872,4.0,Automatic,Front,Brown,8,45,681,8,2,0,1,3
549,1017,HYUNDAI,Elantra,2017,Sedan,1,Petrol,2.0,21246,4.0,Automatic,Front,White,12,18,355,8,4,0,1,14
37291,749,JEEP,Compass,2014,Jeep,1,Petrol,2.4,84414,4.0,Automatic,Front,Black,4,21,274,4,4,0,1,1
15681,0,TOYOTA,Camry,2006,Sedan,0,Petrol,2.4,184000,4.0,Automatic,Front,Black,6,45,225,8,4,0,1,1
549,259,CHEVROLET,Volt,2014,Hatchback,1,Hybrid,1.4,138491,4.0,Automatic,Front,Black,12,6,895,3,2,0,1,1
15681,891,HYUNDAI,Sonata,2016,Sedan,1,LPG,2.0,258942,4.0,Automatic,Front,Silver,4,18,770,8,3,0,1,12
8154,0,OPEL,Astra G,2000,Sedan,0,Petrol,1.6,225000,4.0,Automatic,Front,White,4,33,127,8,4,0,1,14
12858,779,FORD,Fusion,2013,Sedan,0,Petrol,2.5,83718,4.0,Automatic,Front,White,0,13,439,8,4,0,1,14
15367,503,TOYOTA,Prius C,2012,Hatchback,0,Hybrid,1.5,132462,4.0,Variator,Front,White,7,45,688,3,2,3,1,14
17876,697,VOLKSWAGEN,Jetta,2015,Sedan,1,Petrol,1.8,71777,4.0,Tiptronic,Front,Grey,10,48,515,8,4,2,1,7
22580,697,VOLKSWAGEN,Jetta,2015,Sedan,1,Petrol,1.8,39000,4.0,Tiptronic,Front,Red,6,48,515,8,4,2,1,11
9261,707,CHEVROLET,Cruze,2011,Sedan,1,Diesel,2.0,52715,4.0,Automatic,Front,Grey,4,6,305,8,1,0,1,7
39829,505,FORD,Fusion,2018,Sedan,1,Hybrid,2.0,39000,4.0,Tiptronic,Front,Silver,12,13,439,8,2,2,1,12
11604,1017,HYUNDAI,Sonata,2017,Sedan,1,LPG,2.0,319682,4.0,Automatic,Front,Orange,4,18,770,8,3,0,1,8
17249,584,VOLKSWAGEN,Passat,2014,Sedan,1,Petrol,1.8,197600,4.0,Tiptronic,Front,Grey,10,48,657,8,4,2,1,7
31248,765,HYUNDAI,Tucson,2015,Jeep,1,Diesel,2.0,108505,4.0,Automatic,Front,Grey,4,18,849,4,1,0,1,7
14113,641,KIA,Optima,2012,Sedan,1,Petrol,2.0,55521,4.0,Automatic,Front,White,4,22,630,8,4,0,1,14
11133,988,TOYOTA,Prius,2007,Sedan,0,Hybrid,1.5,107248,4.0,Automatic,Front,Silver,6,45,681,8,2,0,1,12
6,0,DODGE,Neon,2001,Sedan,0,Petrol,2.0,34000,4.0,Automatic,Front,Black,1,11,619,8,4,0,1,1
18500,919,HYUNDAI,Grandeur,2012,Sedan,1,LPG,3.0,226843,4.0,Automatic,Front,Silver,4,18,472,8,3,0,1,12
10820,751,MITSUBISHI,Lancer GT,2013,Hatchback,0,Petrol,2.4,112221,4.0,Automatic,Front,Blue,10,31,556,3,4,0,1,2
18503,0,FORD,Fusion,2012,Sedan,0,LPG,2.5,137103,4.0,Tiptronic,Front,Silver,6,13,439,8,3,2,1,12
251,1327,TOYOTA,Camry,2018,Sedan,1,Petrol,2.5,60915,4.0,Automatic,Front,White,0,45,225,8,4,0,1,14
78,584,TOYOTA,Corolla,2014,Sedan,1,Petrol,1.8,87538,4.0,Automatic,Front,Black,12,45,281,8,4,0,1,1
45674,833,JAGUAR,XF,2015,Sedan,1,Diesel,2.2,71309,4.0,Automatic,Front,White,4,20,919,8,1,0,1,14
4300,1363,OPEL,Astra,2000,Sedan,0,Petrol,1.6,0,4.0,Manual,Front,White,2,33,122,8,4,1,1,14
19601,0,TOYOTA,Prius,2011,Hatchback,0,Petrol,1.8,137000,4.0,Variator,Front,White,6,45,681,3,4,3,1,14
549,1079,TOYOTA,CHR,2018,Jeep,1,Petrol,2.0,46733,4.0,Automatic,Front,Silver,12,45,192,4,4,0,1,12
17562,1185,FORD,Escape,2009,Jeep,0,Hybrid,2.5,143000,4.0,Automatic,4x4,Black,12,13,376,4,2,0,0,1
14959,642,CHEVROLET,Orlando,2012,Jeep,1,Diesel,2.0,222303,4.0,Automatic,Front,Silver,4,6,636,4,1,0,1,12
13172,473,FIAT,500,2014,Coupe,1,Petrol,1.4,25000,4.0,Tiptronic,Front,Green,6,12,48,1,4,2,1,6
17876,761,TOYOTA,Corolla LE,2010,Sedan,0,Petrol,1.8,119000,4.0,Automatic,Front,Silver,6,45,287,8,4,0,1,12
7840,0,MITSUBISHI,Grandis,2003,Minivan,0,Petrol,2.4,261000,4.0,Tiptronic,4x4,Black,2,31,473,6,4,2,0,1
13956,781,CHEVROLET,Cruze,2018,Sedan,0,Petrol,1.4,0,4.0,Automatic,Front,Black,0,6,305,8,4,0,1,1
11604,0,OPEL,Astra H,2007,Goods wagon,0,Diesel,1.7,173000,4.0,Manual,Front,Blue,2,33,130,2,1,1,1,2
4077,753,ACURA,TSX,2012,Sedan,1,Petrol,2.4,117874,4.0,Automatic,Front,Black,12,0,819,8,4,0,1,1
31361,397,TOYOTA,Prius,2016,Hatchback,1,Hybrid,1.8,130000,4.0,Automatic,Front,White,8,45,681,3,2,0,1,14
16935,584,HYUNDAI,Elantra,2014,Sedan,0,Petrol,1.8,105600,4.0,Automatic,Front,Beige,0,18,355,8,4,0,1,0
11604,843,TOYOTA,Prius,2008,Hatchback,0,Hybrid,1.5,95500,4.0,Automatic,Front,Silver,12,45,681,3,2,0,1,12
13485,0,TOYOTA,Camry,2009,Sedan,1,Hybrid,2.4,0,4.0,Tiptronic,Front,White,12,45,225,8,2,2,1,14
6272,779,CADILLAC,ATS,2013,Sedan,1,Petrol,2.5,196770,4.0,Automatic,Rear,White,12,5,95,8,4,0,2,14
19579,595,TOYOTA,Aqua,2015,Hatchback,1,Petrol,1.5,69000,4.0,Automatic,Front,White,4,45,112,3,4,0,1,14
22825,642,CHEVROLET,Malibu,2012,Sedan,1,Petrol,2.0,114929,4.0,Automatic,Front,Black,4,6,580,8,4,0,1,1
27591,707,HYUNDAI,Tucson,2011,Jeep,1,Diesel,2.0,68047,4.0,Automatic,Front,Black,4,18,849,4,1,0,1,1
32302,0,KIA,Sportage,2014,Jeep,0,Petrol,2.4,77000,4.0,Tiptronic,4x4,Blue,6,22,795,4,4,2,0,2
13172,0,TOYOTA,Prius 9,2007,Hatchback,1,Petrol,1.5,269638,4.0,Automatic,Front,Brown,4,45,686,3,4,0,1,3
188,986,ACURA,TSX,2010,Sedan,1,Petrol,2.4,0,4.0,Automatic,Front,Grey,12,0,819,8,4,0,1,7
6895,1032,NISSAN,March,2012,Hatchback,0,Petrol,1.2,59847,4.0,Automatic,Front,Purple,2,32,584,3,4,0,1,10
34406,891,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,2.0,185011,4.0,Automatic,Front,White,4,18,753,4,1,0,1,14
16480,528,HYUNDAI,Elantra,2014,Sedan,1,Petrol,1.6,140765,4.0,Automatic,Front,Silver,4,18,355,8,4,0,1,12
19384,642,CHEVROLET,Malibu,2012,Sedan,1,Petrol,2.0,162069,4.0,Automatic,Front,Silver,4,6,580,8,4,0,1,12
25089,730,SSANGYONG,Actyon,2016,Jeep,1,Petrol,1.6,13530,4.0,Automatic,Front,White,4,42,102,4,4,0,1,14
10036,1268,TOYOTA,Aqua,2012,Hatchback,0,Hybrid,1.5,123000,4.0,Automatic,Front,Black,2,45,112,3,2,0,1,1
18983,642,SSANGYONG,Korando,2012,Jeep,1,Diesel,2.0,167000,4.0,Automatic,Front,Silver,4,42,548,4,1,0,1,12
28225,639,HYUNDAI,Santa FE,2014,Jeep,1,Diesel,2.0,39138,4.0,Automatic,Front,White,4,18,753,4,1,0,1,14
15483,707,SSANGYONG,Actyon,2011,Sedan,1,Diesel,2.0,149720,4.0,Automatic,Front,White,4,42,102,8,1,0,1,14
10349,1266,HONDA,FIT,2014,Hatchback,0,Hybrid,1.5,136000,4.0,Variator,Front,Silver,6,17,389,3,2,3,1,12
31,502,TOYOTA,Prius,2013,Hatchback,1,Hybrid,1.5,0,4.0,Automatic,Front,Silver,12,45,681,3,2,0,1,12
120,0,MERCEDES-BENZ,Viano,2010,Minivan,1,Petrol,2.2,180000,4.0,Automatic,Rear,Silver,4,28,879,6,4,0,2,12
7683,0,MINI,Cooper,2006,Coupe,0,Petrol,1.6,14900,4.0,Tiptronic,Front,Yellow,4,30,275,1,4,2,1,15
6429,1438,OPEL,Combo,2003,Goods wagon,0,Diesel,1.7,215522,4.0,Manual,Front,Blue,2,33,270,2,1,1,1,2
13172,843,TOYOTA,Prius,2008,Hatchback,1,Hybrid,1.5,166800,4.0,Variator,Front,Silver,8,45,681,3,2,3,1,12
11917,531,HYUNDAI,Veloster,2012,Coupe,1,Petrol,1.6,79000,4.0,Tiptronic,Front,Silver,10,18,866,1,4,2,1,12
24004,862,HYUNDAI,H1,2011,Minivan,1,Diesel,2.5,72302,4.0,Automatic,Front,Silver,4,18,474,6,1,0,1,12
24327,769,HYUNDAI,Santa FE,2011,Jeep,1,Diesel,2.2,126799,4.0,Automatic,Front,Silver,4,18,753,4,1,0,1,12
12544,639,FORD,Focus,2014,Hatchback,0,Petrol,2.0,156043,4.0,Automatic,Front,Black,0,13,416,3,4,0,1,1
38574,639,BMW,528,2014,Sedan,1,Petrol,2.0,124000,4.0,Tiptronic,Rear,Silver,10,3,68,8,4,2,2,12
10036,521,HONDA,CR-Z,2011,Hatchback,0,Hybrid,1.4,140000,4.0,Manual,Front,Black,10,17,202,3,2,1,1,1
18503,0,VOLKSWAGEN,Passat,2012,Sedan,1,Petrol,2.5,180000,4.0,Tiptronic,Front,Silver,8,48,657,8,4,2,1,12
10349,0,TOYOTA,Prius,2008,Hatchback,0,Hybrid,1.5,0,4.0,Automatic,Front,White,8,45,681,3,2,0,1,14
7056,0,NISSAN,March Rafeet,2004,Hatchback,0,Petrol,1.2,135000,4.0,Automatic,Front,Silver,2,32,586,3,4,0,1,12
42171,831,SSANGYONG,Actyon,2017,Jeep,1,Petrol,1.6,67856,4.0,Automatic,Front,White,4,42,102,4,4,0,1,14
39559,1091,HYUNDAI,H1,2016,Minivan,1,Diesel,2.5,94000,4.0,Automatic,Front,Grey,4,18,474,6,1,0,1,7
43278,1091,TOYOTA,RAV 4,2016,Jeep,0,Petrol,2.5,78000,4.0,Automatic,4x4,Carnelian red,0,45,717,4,4,0,0,4
44752,1091,CHEVROLET,Impala,2016,Sedan,1,Petrol,2.5,120428,4.0,Automatic,Front,Black,4,6,501,8,4,0,1,1
29793,934,MAZDA,Mazda 6,2015,Sedan,1,Petrol,2.5,129600,4.0,Tiptronic,Front,Grey,9,27,596,8,4,2,1,7
29166,442,TOYOTA,Prius,2017,Hatchback,0,Hybrid,1.8,95350,4.0,Automatic,Front,Silver,14,45,681,3,2,0,1,12
40092,730,SSANGYONG,Actyon,2016,Jeep,1,Diesel,1.6,35163,4.0,Automatic,Front,Red,4,42,102,4,1,0,1,11
20005,531,HYUNDAI,Elantra,2012,Sedan,1,Petrol,1.6,155964,4.0,Automatic,Front,Grey,4,18,355,8,4,0,1,7
14831,609,HONDA,FIT,2016,Hatchback,1,Petrol,1.3,109839,4.0,Automatic,Front,Blue,4,17,389,3,4,0,1,2
23436,891,HYUNDAI,Sonata,2016,Sedan,1,LPG,2.0,88900,4.0,Automatic,Front,White,4,18,770,8,3,0,1,14
20385,781,TOYOTA,Camry,2012,Sedan,0,Petrol,2.5,156800,4.0,Tiptronic,Front,Green,8,45,225,8,4,2,1,6
24148,986,LEXUS,HS 250h,2010,Sedan,1,Hybrid,2.4,93000,4.0,Automatic,Front,Black,12,25,480,8,2,0,1,1
1333,777,NISSAN,Altima,2014,Sedan,1,Petrol,2.5,27656,4.0,Automatic,Front,Silver,12,32,111,8,4,0,1,12
18189,0,TOYOTA,Prius,2012,Sedan,0,Hybrid,1.8,112000,4.0,Variator,Front,Grey,6,45,681,8,2,3,1,7
9408,0,BMW,318 რესტაილინგი,2004,Sedan,0,Petrol,1.9,81000,4.0,Tiptronic,Rear,Blue,6,3,29,8,4,2,2,2
22649,642,SSANGYONG,Korando,2012,Jeep,1,Diesel,2.0,140411,4.0,Automatic,Front,Grey,4,42,548,4,1,0,1,7
12231,0,TOYOTA,Prius,2008,Sedan,0,Hybrid,1.5,244800,4.0,Automatic,Front,Green,6,45,681,8,2,0,1,6
14740,490,HONDA,Insight,2011,Hatchback,1,Hybrid,1.3,246574,4.0,Variator,Front,Beige,6,17,506,3,2,3,1,0
42692,640,SSANGYONG,REXTON,2013,Jeep,1,Diesel,2.0,69415,4.0,Automatic,Front,White,4,42,726,4,1,0,1,14
15053,639,HYUNDAI,Elantra,2014,Hatchback,1,Petrol,2.0,46000,4.0,Tiptronic,Front,Black,12,18,355,3,4,2,1,1
17900,645,TOYOTA,Prius,2011,Sedan,0,Hybrid,1.8,0,4.0,Automatic,Front,White,12,45,681,8,2,0,1,14
862,891,FORD,Fusion,2016,Sedan,1,Petrol,2.0,145910,4.0,Automatic,Front,Grey,12,13,439,8,4,0,1,7
21012,0,TOYOTA,Prius,2015,Hatchback,0,Petrol,1.5,125000,4.0,Automatic,Front,White,7,45,681,3,4,0,1,14
27284,1249,NISSAN,Altima,2017,Sedan,0,Petrol,2.5,28800,4.0,Automatic,Front,White,10,32,111,8,4,0,1,14
23521,777,TOYOTA,Camry,2014,Sedan,1,Petrol,2.5,97000,4.0,Automatic,Front,Grey,8,45,225,8,4,0,1,7
9408,0,HONDA,Civic,2008,Sedan,1,Hybrid,1.3,116000,4.0,Variator,Front,Blue,6,17,261,8,2,3,1,2
6586,0,TOYOTA,Vitz,2002,Sedan,0,Petrol,1.3,163000,4.0,Automatic,Front,Brown,4,45,891,8,4,0,1,3
9095,0,HONDA,Cr-v,2000,Jeep,0,Petrol,2.0,2222,4.0,Automatic,4x4,Silver,8,17,299,4,4,0,0,12
14113,779,VOLKSWAGEN,Jetta,2013,Sedan,1,Petrol,2.5,89600,4.0,Tiptronic,Front,Grey,8,48,515,8,4,2,1,7
5645,382,FORD,Fusion,2015,Sedan,1,Hybrid,2.0,147885,4.0,Automatic,Front,Grey,12,13,439,8,2,0,1,7
5018,0,SUBARU,Impreza,2002,Hatchback,0,Petrol,1.5,147000,4.0,Automatic,Front,Blue,0,43,502,3,4,0,1,2
45872,690,HONDA,FIT,2016,Hatchback,1,Petrol,1.5,35934,4.0,Automatic,Front,Black,4,17,389,3,4,0,1,1
10032,0,VOLKSWAGEN,Caddy,2007,Goods wagon,0,Diesel,2.0,240000,4.0,Manual,Rear,White,2,48,216,2,1,1,2,14
70,0,HYUNDAI,Elantra,2014,Sedan,0,Petrol,1.8,104000,4.0,Tiptronic,Front,Silver,8,18,355,8,4,2,1,12
13808,583,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,52274,4.0,Automatic,Front,White,4,18,355,8,4,0,1,14
21953,707,HYUNDAI,Santa FE,2011,Jeep,1,Diesel,2.0,166401,4.0,Automatic,Front,Grey,4,18,753,4,1,0,1,7
1803,640,SUBARU,XV,2013,Sedan,1,Petrol,2.0,333208,4.0,Automatic,4x4,Grey,0,43,920,8,4,0,0,7
23521,629,NISSAN,Juke Nismo,2015,Jeep,0,Petrol,1.6,46000,4.0,Manual,Front,Black,8,32,535,4,4,1,1,1
15053,0,CHEVROLET,Cruze,2011,Sedan,0,Petrol,1.8,108000,4.0,Tiptronic,Front,White,4,6,305,8,4,2,1,14
6115,1095,CHEVROLET,Captiva,2008,Jeep,1,Diesel,2.0,48939,4.0,Automatic,Front,Black,4,6,244,4,1,0,1,1
5175,749,HYUNDAI,Sonata,2014,Sedan,1,Petrol,2.4,59744,4.0,Automatic,Front,Silver,12,18,770,8,4,0,1,12
21326,0,VOLKSWAGEN,Jetta GLI,2015,Sedan,1,Petrol,2.0,135000,4.0,Tiptronic,Front,Silver,10,48,519,8,4,2,1,12
15464,530,CHEVROLET,Aveo,2013,Hatchback,1,Petrol,1.6,134372,4.0,Automatic,Front,Grey,4,6,142,3,4,0,1,7
25889,642,HYUNDAI,Tucson,2012,Jeep,1,Diesel,2.0,125000,4.0,Automatic,Front,Silver,4,18,849,4,1,0,1,12
392,1079,JAGUAR,F-pace,2018,Jeep,1,Petrol,2.0,26726,4.0,Automatic,4x4,Blue,12,20,388,4,4,0,0,2
23389,833,CHEVROLET,Captiva,2015,Jeep,1,Diesel,2.2,68000,4.0,Automatic,Front,Silver,4,6,244,4,1,0,1,12
19757,0,FORD,Focus,2016,Sedan,0,Petrol,2.0,32960,4.0,Automatic,Front,Silver,8,13,416,8,4,0,1,12
12858,585,HYUNDAI,Lantra,2013,Sedan,0,Petrol,1.8,62000,4.0,Automatic,Front,White,8,18,560,8,4,0,1,14
45473,765,BMW,X3 SDRIVE,2015,Jeep,1,Petrol,2.0,60400,4.0,Tiptronic,Rear,Brown,12,3,916,4,4,2,2,3
21326,585,TOYOTA,Prius,2013,Sedan,0,Hybrid,1.8,89000,4.0,Variator,Front,White,8,45,681,8,2,3,1,14
8467,0,NISSAN,Serena,2003,Minivan,0,Petrol,2.0,111111,4.0,Variator,Front,White,4,32,759,6,4,3,1,14
40,0,MITSUBISHI,Pajero IO,2002,Jeep,0,Petrol,2.5,1000,4.0,Automatic,4x4,White,6,31,652,4,4,0,0,14
2430,753,CHEVROLET,Equinox,2012,Jeep,1,Petrol,2.4,254838,4.0,Automatic,4x4,White,12,6,374,4,4,0,0,14
18189,0,HONDA,FIT RS MUGEN,2012,Hatchback,0,Hybrid,1.5,118000,4.0,Tiptronic,Front,White,6,17,405,3,2,2,1,14
25810,697,HYUNDAI,Santa FE,2012,Jeep,1,Diesel,2.2,187274,4.0,Automatic,Front,Black,4,18,753,4,1,0,1,1
40926,765,HYUNDAI,Sonata,2015,Sedan,1,Petrol,2.0,25787,4.0,Automatic,Front,White,4,18,770,8,4,0,1,14
8467,585,CHEVROLET,Cruze,2013,Sedan,0,Petrol,1.8,145000,4.0,Manual,Front,Blue,4,6,305,8,4,1,1,2
12858,761,TOYOTA,Prius,2010,Sedan,0,Petrol,1.8,131000,4.0,Automatic,Front,Golden,0,45,681,8,4,0,1,5
19757,586,TOYOTA,Prius,2012,Hatchback,0,Hybrid,1.8,181000,4.0,Variator,Front,White,12,45,681,3,2,3,1,14
15681,0,SUBARU,Forester CrossSport,2006,Universal,1,Petrol,2.0,150000,4.0,Tiptronic,4x4,White,2,43,427,9,4,2,0,14
14834,687,HYUNDAI,Elantra,2010,Sedan,1,Petrol,1.6,101387,4.0,Automatic,Front,Silver,4,18,355,8,4,0,1,12
13495,531,HYUNDAI,Elantra,2012,Sedan,1,Petrol,1.6,119595,4.0,Automatic,Front,White,4,18,355,8,4,0,1,14
23207,779,TOYOTA,Camry,2013,Sedan,1,Petrol,2.5,126000,4.0,Tiptronic,Front,Silver,12,45,225,8,4,2,1,12
29323,697,HYUNDAI,Elantra,2015,Sedan,1,Petrol,1.8,75000,4.0,Automatic,Front,Red,4,18,355,8,4,0,1,11
627,934,TOYOTA,Camry,2015,Sedan,1,Petrol,2.5,122758,4.0,Automatic,Front,Grey,12,45,225,8,4,0,1,7
37984,831,SSANGYONG,Actyon,2017,Jeep,1,Diesel,1.6,87764,4.0,Automatic,Front,Blue,4,42,102,4,1,0,1,2
2038,831,LEXUS,HS 250h,2011,Sedan,1,Hybrid,2.4,127507,4.0,Automatic,Front,White,12,25,480,8,2,0,1,14
8781,645,CHEVROLET,Cruze,2011,Sedan,0,Petrol,1.8,0,4.0,Automatic,Front,Silver,0,6,305,8,4,0,1,12
9095,0,NISSAN,Tiida,2008,Hatchback,1,Petrol,1.8,126000,4.0,Variator,Front,Silver,2,32,827,3,4,3,1,12
21953,900,HYUNDAI,Sonata,2015,Sedan,0,Petrol,2.4,122000,4.0,Tiptronic,Front,White,12,18,770,8,4,2,1,14
13172,501,FORD,Fusion,2014,Sedan,0,Petrol,1.5,126688,4.0,Automatic,Front,Black,12,13,439,8,4,0,1,1
45210,1017,HYUNDAI,Tucson,2017,Jeep,1,Diesel,2.0,91478,4.0,Automatic,Front,Grey,4,18,849,4,1,0,1,7
9408,0,SUBARU,Forester,2002,Universal,1,CNG,2.0,190000,4.0,Automatic,4x4,White,6,43,425,9,0,0,0,14
10349,1266,TOYOTA,Aqua,2014,Hatchback,0,Hybrid,1.5,136700,4.0,Automatic,Front,Silver,4,45,112,3,2,0,1,12
22580,0,KIA,Optima,2015,Sedan,0,Petrol,2.4,79000,4.0,Tiptronic,Front,Black,8,22,630,8,4,2,1,1
14740,0,KIA,Cerato,2011,Sedan,0,Petrol,1.6,68500,4.0,Tiptronic,Front,Grey,0,22,255,8,4,2,1,7
11604,639,HYUNDAI,Sonata,2014,Sedan,1,LPG,2.0,336971,4.0,Automatic,Front,Silver,4,18,770,8,3,0,1,12
23834,0,CHEVROLET,Cruze,2017,Sedan,0,Petrol,1.4,37474,4.0,Manual,Front,Silver,8,6,305,8,4,1,1,12
39201,0,TOYOTA,Camry,2017,Sedan,1,Petrol,2.5,52000,4.0,Tiptronic,Front,Black,8,45,225,8,4,2,1,1
9095,645,NISSAN,Versa,2011,Hatchback,0,Petrol,1.8,181002,4.0,Automatic,Front,Grey,10,32,875,3,4,0,1,7
12388,781,TOYOTA,Camry,2012,Sedan,0,Hybrid,2.5,149000,4.0,Automatic,Front,Silver,8,45,225,8,2,0,1,12
16308,0,TOYOTA,Camry,2007,Sedan,0,Hybrid,2.4,165000,4.0,Variator,Front,Blue,8,45,225,8,2,3,1,2
15994,761,TOYOTA,Prius,2010,Sedan,0,Hybrid,1.8,85000,4.0,Variator,Front,Silver,10,45,681,8,2,3,1,12
5802,0,HONDA,FIT,2003,Sedan,0,Petrol,1.3,0,4.0,Variator,Front,Black,6,17,389,8,4,3,1,1
18503,0,MERCEDES-BENZ,C 180,2015,Sedan,0,Petrol,1.8,72000,4.0,Tiptronic,Front,Red,9,28,158,8,4,2,1,11
314,1079,TOYOTA,4Runner,2018,Sedan,1,Petrol,2.0,33122,4.0,Automatic,Front,Blue,12,45,47,8,4,0,1,2
21639,0,SUBARU,Outback Limited,2010,Jeep,1,Petrol,2.5,160000,4.0,Tiptronic,4x4,Grey,12,43,639,4,4,2,0,7
12074,761,TOYOTA,Prius,2010,Sedan,0,Hybrid,1.8,304000,4.0,Automatic,Front,Red,6,45,681,8,2,0,1,11
15053,0,HYUNDAI,Veloster,2013,Hatchback,1,Petrol,1.6,105600,4.0,Tiptronic,Front,White,12,18,866,3,4,2,1,14
3000,0,AUDI,A4 B5,2000,Sedan,1,Petrol,1.8,0,4.0,Manual,4x4,Black,4,2,85,8,4,1,0,1
28225,765,VOLKSWAGEN,Tiguan,2015,Jeep,0,Petrol,2.0,46000,4.0,Tiptronic,4x4,White,12,48,825,4,4,2,0,14
13700,584,HYUNDAI,Elantra,2014,Sedan,0,Petrol,1.8,150000,4.0,Automatic,Front,White,4,18,355,8,4,0,1,14
13485,0,TOYOTA,Corolla,2007,Sedan,0,Petrol,1.6,139400,4.0,Tiptronic,Front,Red,10,45,281,8,4,2,1,11
40976,639,HYUNDAI,Santa FE,2014,Jeep,1,Diesel,2.0,151000,4.0,Automatic,Front,Black,4,18,753,4,1,0,1,1
8154,1111,HONDA,FIT,2012,Hatchback,0,Hybrid,1.3,67000,4.0,Automatic,Front,White,2,17,389,3,2,0,1,14
6743,1438,OPEL,Combo,2003,Goods wagon,0,Diesel,1.7,17000,4.0,Manual,Front,White,4,33,270,2,1,1,1,14
25089,456,LEXUS,NX 200,2015,Jeep,1,Hybrid,2.5,108344,4.0,Automatic,4x4,Silver,12,25,616,4,2,0,0,12
150,1279,HONDA,CRX,2003,Jeep,0,Petrol,1.5,777,4.0,Manual,Rear,Pink,11,17,204,4,4,1,2,9
8154,585,MERCEDES-BENZ,C 250 A.M.G,2013,Sedan,1,Petrol,1.8,110601,4.0,Tiptronic,Rear,Grey,12,28,172,8,4,2,2,7
549,761,TOYOTA,Prius,2010,Hatchback,1,Hybrid,1.8,228661,4.0,Automatic,Front,White,12,45,681,3,2,0,1,14
1500,0,VAZ,2107,2010,Sedan,0,Petrol,1.6,34678,4.0,Manual,Rear,White,12,47,17,8,4,1,2,14
19757,0,KIA,Optima,2012,Sedan,1,Hybrid,2.4,126994,4.0,Tiptronic,Front,Grey,12,22,630,8,2,2,1,7
10032,639,CHEVROLET,Orlando,2013,Jeep,1,Diesel,2.0,71340,4.0,Automatic,Front,Black,4,6,636,4,1,0,1,1
18240,707,SSANGYONG,REXTON,2011,Jeep,1,Diesel,2.0,247713,4.0,Automatic,Front,Silver,4,42,726,4,1,0,1,12
470,1327,TOYOTA,Camry,2018,Sedan,1,Petrol,2.5,80568,4.0,Automatic,Front,Blue,12,45,225,8,4,0,1,2
15053,0,FIAT,500,2014,Hatchback,1,Petrol,1.4,71000,4.0,Tiptronic,Front,Black,8,12,48,3,4,2,1,1
1333,862,TOYOTA,Camry,2011,Sedan,1,Petrol,2.5,153410,4.0,Automatic,Front,White,12,45,225,8,4,0,1,14
4077,382,CHEVROLET,Volt,2017,Hatchback,1,Hybrid,1.5,123206,4.0,Automatic,Front,White,0,6,895,3,2,0,1,14
10663,765,HYUNDAI,Sonata,2015,Sedan,1,LPG,2.0,343047,4.0,Automatic,Front,Silver,4,18,770,8,3,0,1,12
12544,749,HYUNDAI,Sonata,2014,Sedan,1,Petrol,2.4,76566,4.0,Automatic,Front,Grey,0,18,770,8,4,0,1,7
23207,934,TOYOTA,Camry SE,2015,Sedan,1,Petrol,2.5,45490,4.0,Automatic,Front,Black,8,45,230,8,4,0,1,1
14426,638,CHEVROLET,Cruze,2014,Sedan,1,Diesel,2.0,66226,4.0,Automatic,Front,Blue,4,6,305,8,1,0,1,2
11604,944,OPEL,Astra H,2008,Universal,0,Diesel,1.7,160000,4.0,Manual,Front,Silver,8,33,130,9,1,1,1,12
19130,781,TOYOTA,Camry,2012,Sedan,0,Hybrid,2.5,138000,4.0,Automatic,Front,Golden,12,45,225,8,2,0,1,5
43880,1017,HYUNDAI,Tucson,2017,Jeep,1,Diesel,2.0,98847,4.0,Automatic,Front,White,4,18,849,4,1,0,1,14
10349,1266,TOYOTA,Aqua,2014,Hatchback,0,Petrol,1.5,114000,4.0,Automatic,Front,Black,12,45,112,3,4,0,1,1
14113,642,KIA,Optima HYBRID,2012,Sedan,0,Hybrid,2.0,116928,4.0,Automatic,Front,Black,8,22,632,8,2,0,1,1
10000,1268,HONDA,Fred,2012,Minivan,0,Petrol,1.5,90000,4.0,Automatic,Front,Silver,4,17,433,6,4,0,1,12
4234,834,TOYOTA,Tacoma,2013,Pickup,1,Petrol,2.7,158870,4.0,Automatic,Rear,White,0,45,821,7,4,0,2,14
3293,1079,JAGUAR,F-pace,2018,Jeep,1,Petrol,2.0,26701,4.0,Automatic,4x4,Grey,12,20,388,4,4,0,0,7
15677,640,VOLKSWAGEN,Jetta TDI,2013,Sedan,1,Diesel,2.0,82000,4.0,Tiptronic,Front,Red,8,48,524,8,1,2,1,11
3763,0,MITSUBISHI,Pajero,2002,Jeep,0,Diesel,3.2,0,4.0,Tiptronic,4x4,Silver,4,31,651,4,1,2,0,12
10506,1268,TOYOTA,Aqua,2012,Sedan,0,Hybrid,1.5,78000,4.0,Automatic,Front,Silver,2,45,112,8,2,0,1,12
24148,0,NISSAN,Juke,2015,Jeep,1,Petrol,1.6,49000,4.0,Automatic,Front,White,10,32,532,4,4,0,1,14
